"cohortId","atlasId","name","fullName"
16505,NA,"SitagliptinNewUsersNoCensor","Sitagliptin new users, no censoring"
16506,NA,"VidagliptinNewUsersNoCensor","Vidagliptin new users, no censoring"
16507,NA,"AlbiglutideNewUsersNoCensor","Albiglutide new users, no censoring"
16508,NA,"DulaglutideNewUsersNoCensor","Dulaglutide new users, no censoring"
16509,NA,"ExenatideNewUsersNoCensor","Exenatide new users, no censoring"
16510,NA,"LiraglutideNewUsersNoCensor","Liraglutide new users, no censoring"
16511,NA,"LixisenatideNewUsersNoCensor","Lixisenatide new users, no censoring"
16512,NA,"PioglitazoneNewUsersNoCensor","Pioglitazone new users, no censoring"
16513,NA,"RosiglitazoneNewUsersNoCensor","Rosiglitazone new users, no censoring"
16514,NA,"TroglitazoneNewUsersNoCensor","Troglitazone new users, no censoring"
16515,NA,"GlyburideNewUsersNoCensor","Glyburide new users, no censoring"
16516,NA,"GlimepirideNewUsersNoCensor","Glimepiride new users, no censoring"
16517,NA,"ChlorpropomideNewUsersNoCensor","Chlorpropomide new users, no censoring"
16518,NA,"TolazamideNewUsersNoCensor","Tolazamide new users, no censoring"
16519,NA,"TolbutamideNewUsersNoCensor","Tolbutamide new users, no censoring"
16520,NA,"GlipizideNewUsersNoCensor","Glipizide new users, no censoring"
16521,NA,"OtherAhaNewUsersNoCensor","Other AHA new users, no censoring"
16523,NA,"AcarboseNewUsersNoCensor","Acarbose new users, no censoring"
16524,NA,"BromocriptineNewUsersNoCensor","Bromocriptine new users, no censoring"
16525,NA,"MiglitolNewUsersNoCensor","Miglitol new users, no censoring"
16526,NA,"NateglinideNewUsersNoCensor","Nateglinide new users, no censoring"
16527,NA,"RepaglinideNewUsersNoCensor","Repaglinide new users, no censoring"
16528,NA,"EmpagliflozinNewUsersNoCensor","Empagliflozin new users, no censoring"
16529,NA,"DapagliflozinNewUsersNoCensor","Dapagliflozin new users, no censoring"
16706,NA,"TzdNewUsersNoCensor","TZD new users, no censoring"
106492,NA,"CanagliflozinNewUsersNoCana","Canagliflozin new users, no cana"
116492,NA,"CanagliflozinNewUsersNoCensorNoCana","Canagliflozin new users, no censoring, no cana"
106493,NA,"Glp1AgonistNewUsersNoCana","GLP-1 agonist new users, no cana"
106494,NA,"Dpp4InhibitorsNewUsersNoCana","DPP-4 inhibitors new users, no cana"
106495,NA,"SulfonylureaNewUsersNoCana","Sulfonylurea new users, no cana"
106499,NA,"Sglt2InhibitorNewUsersExcludingCanagliflozinNoCana","SGLT2 inhibitor new users excluding canagliflozin, no cana"
106500,NA,"InsulinNewUsersNoCana","Insulin new users, no cana"
106502,NA,"AlogliptinNewUsersNoCana","Alogliptin new users, no cana"
106503,NA,"LinagliptinNewUsersNoCana","Linagliptin new users, no cana"
106504,NA,"SaxagliptinNewUsersNoCana","Saxagliptin new users, no cana"
106505,NA,"SitagliptinNewUsersNoCana","Sitagliptin new users, no cana"
106506,NA,"VidagliptinNewUsersNoCana","Vidagliptin new users, no cana"
106507,NA,"AlbiglutideNewUsersNoCana","Albiglutide new users, no cana"
106508,NA,"DulaglutideNewUsersNoCana","Dulaglutide new users, no cana"
106509,NA,"ExenatideNewUsersNoCana","Exenatide new users, no cana"
106510,NA,"LiraglutideNewUsersNoCana","Liraglutide new users, no cana"
106511,NA,"LixisenatideNewUsersNoCana","Lixisenatide new users, no cana"
106512,NA,"PioglitazoneNewUsersNoCana","Pioglitazone new users, no cana"
106513,NA,"RosiglitazoneNewUsersNoCana","Rosiglitazone new users, no cana"
106514,NA,"TroglitazoneNewUsersNoCana","Troglitazone new users, no cana"
106515,NA,"GlyburideNewUsersNoCana","Glyburide new users, no cana"
106516,NA,"GlimepirideNewUsersNoCana","Glimepiride new users, no cana"
106517,NA,"ChlorpropomideNewUsersNoCana","Chlorpropomide new users, no cana"
106518,NA,"TolazamideNewUsersNoCana","Tolazamide new users, no cana"
106519,NA,"TolbutamideNewUsersNoCana","Tolbutamide new users, no cana"
106520,NA,"GlipizideNewUsersNoCana","Glipizide new users, no cana"
106521,NA,"OtherAhaNewUsersNoCana","Other AHA new users, no cana"
106523,NA,"AcarboseNewUsersNoCana","Acarbose new users, no cana"
106524,NA,"BromocriptineNewUsersNoCana","Bromocriptine new users, no cana"
106525,NA,"MiglitolNewUsersNoCana","Miglitol new users, no cana"
106526,NA,"NateglinideNewUsersNoCana","Nateglinide new users, no cana"
106527,NA,"RepaglinideNewUsersNoCana","Repaglinide new users, no cana"
106528,NA,"EmpagliflozinNewUsersNoCana","Empagliflozin new users, no cana"
106529,NA,"DapagliflozinNewUsersNoCana","Dapagliflozin new users, no cana"
106706,NA,"TzdNewUsersNoCana","TZD new users, no cana"
116493,NA,"Glp1AgonistNewUsersNoCensorNoCana","GLP-1 agonist new users, no censoring, no cana"
116494,NA,"Dpp4InhibitorsNewUsersNoCensorNoCana","DPP-4 inhibitors new users, no censoring, no cana"
116495,NA,"SulfonylureaNewUsersNoCensorNoCana","Sulfonylurea new users, no censoring, no cana"
116499,NA,"Sglt2InhibitorNewUsersExcludingCanagliflozinNoCensorNoCana","SGLT2 inhibitor new users excluding canagliflozin, no censoring, no cana"
116500,NA,"InsulinNewUsersNoCensorNoCana","Insulin new users, no censoring, no cana"
116502,NA,"AlogliptinNewUsersNoCensorNoCana","Alogliptin new users, no censoring, no cana"
116503,NA,"LinagliptinNewUsersNoCensorNoCana","Linagliptin new users, no censoring, no cana"
116504,NA,"SaxagliptinNewUsersNoCensorNoCana","Saxagliptin new users, no censoring, no cana"
116505,NA,"SitagliptinNewUsersNoCensorNoCana","Sitagliptin new users, no censoring, no cana"
116506,NA,"VidagliptinNewUsersNoCensorNoCana","Vidagliptin new users, no censoring, no cana"
116507,NA,"AlbiglutideNewUsersNoCensorNoCana","Albiglutide new users, no censoring, no cana"
116508,NA,"DulaglutideNewUsersNoCensorNoCana","Dulaglutide new users, no censoring, no cana"
116509,NA,"ExenatideNewUsersNoCensorNoCana","Exenatide new users, no censoring, no cana"
116510,NA,"LiraglutideNewUsersNoCensorNoCana","Liraglutide new users, no censoring, no cana"
116511,NA,"LixisenatideNewUsersNoCensorNoCana","Lixisenatide new users, no censoring, no cana"
116512,NA,"PioglitazoneNewUsersNoCensorNoCana","Pioglitazone new users, no censoring, no cana"
116513,NA,"RosiglitazoneNewUsersNoCensorNoCana","Rosiglitazone new users, no censoring, no cana"
116514,NA,"TroglitazoneNewUsersNoCensorNoCana","Troglitazone new users, no censoring, no cana"
116515,NA,"GlyburideNewUsersNoCensorNoCana","Glyburide new users, no censoring, no cana"
116516,NA,"GlimepirideNewUsersNoCensorNoCana","Glimepiride new users, no censoring, no cana"
116517,NA,"ChlorpropomideNewUsersNoCensorNoCana","Chlorpropomide new users, no censoring, no cana"
116518,NA,"TolazamideNewUsersNoCensorNoCana","Tolazamide new users, no censoring, no cana"
116519,NA,"TolbutamideNewUsersNoCensorNoCana","Tolbutamide new users, no censoring, no cana"
116520,NA,"GlipizideNewUsersNoCensorNoCana","Glipizide new users, no censoring, no cana"
116521,NA,"OtherAhaNewUsersNoCensorNoCana","Other AHA new users, no censoring, no cana"
116523,NA,"AcarboseNewUsersNoCensorNoCana","Acarbose new users, no censoring, no cana"
116524,NA,"BromocriptineNewUsersNoCensorNoCana","Bromocriptine new users, no censoring, no cana"
116525,NA,"MiglitolNewUsersNoCensorNoCana","Miglitol new users, no censoring, no cana"
116526,NA,"NateglinideNewUsersNoCensorNoCana","Nateglinide new users, no censoring, no cana"
116527,NA,"RepaglinideNewUsersNoCensorNoCana","Repaglinide new users, no censoring, no cana"
116528,NA,"EmpagliflozinNewUsersNoCensorNoCana","Empagliflozin new users, no censoring, no cana"
116529,NA,"DapagliflozinNewUsersNoCensorNoCana","Dapagliflozin new users, no censoring, no cana"
116706,NA,"TzdNewUsersNoCensorNoCana","TZD new users, no censoring, no cana"
