targetId,targetName,comparatorId,comparatorName,outcomeId,outcomeName,type
99321,Alendronate,99322,Raloxifene,4295370,Gastrointestinal fistula,Outcome
99321,Alendronate,99322,Raloxifene,4055361,Generalized epilepsy,Outcome
99321,Alendronate,99322,Raloxifene,4263367,Glomerulonephritis,Outcome
99321,Alendronate,99322,Raloxifene,4195003,Heart valve stenosis,Outcome
99321,Alendronate,99322,Raloxifene,4163735,Hemochromatosis,Outcome
99321,Alendronate,99322,Raloxifene,432868,Hemoglobinopathy,Outcome
99321,Alendronate,99322,Raloxifene,195562,Hemorrhoids,Outcome
99321,Alendronate,99322,Raloxifene,444429,Herpes simplex,Outcome
99321,Alendronate,99322,Raloxifene,4038835,Hodgkin's disease,Outcome
99321,Alendronate,99322,Raloxifene,4214376,Hyperglycemia,Outcome
99321,Alendronate,99322,Raloxifene,438134,Hypersomnia,Outcome
99321,Alendronate,99322,Raloxifene,4124693,Hypertrophic cardiomyopathy,Outcome
99321,Alendronate,99322,Raloxifene,436375,Hypovolemia,Outcome
99321,Alendronate,99322,Raloxifene,4120621,Immune thrombocytopenic purpura,Outcome
99321,Alendronate,99322,Raloxifene,433752,Impulse control disorder,Outcome
99321,Alendronate,99322,Raloxifene,4080305,Infection of nail,Outcome
99321,Alendronate,99322,Raloxifene,192964,Infectious disorder of kidney,Outcome
99321,Alendronate,99322,Raloxifene,4208784,Infective otitis media,Outcome
99321,Alendronate,99322,Raloxifene,4074815,Inflammatory bowel disease,Outcome
99321,Alendronate,99322,Raloxifene,139099,Ingrowing nail,Outcome
99321,Alendronate,99322,Raloxifene,4092885,Inguinal canal finding,Outcome
99321,Alendronate,99322,Raloxifene,200588,Injury of abdomen,Outcome
99321,Alendronate,99322,Raloxifene,4152163,Injury of eye region,Outcome
99321,Alendronate,99322,Raloxifene,437409,Intracranial injury,Outcome
99321,Alendronate,99322,Raloxifene,436659,Iron deficiency anemia,Outcome
99321,Alendronate,99322,Raloxifene,75576,Irritable bowel syndrome,Outcome
99321,Alendronate,99322,Raloxifene,4004352,Irritant contact dermatitis,Outcome
99321,Alendronate,99322,Raloxifene,380397,Keratoconjunctivitis,Outcome
99321,Alendronate,99322,Raloxifene,4209145,Ketoacidosis,Outcome
99321,Alendronate,99322,Raloxifene,197676,Large liver,Outcome
99321,Alendronate,99322,Raloxifene,4199395,Lesion of bronchus,Outcome
99321,Alendronate,99322,Raloxifene,4103995,Lesion of rectum,Outcome
99321,Alendronate,99322,Raloxifene,4175297,Lower respiratory tract infection,Outcome
99321,Alendronate,99322,Raloxifene,316084,Lymphadenitis,Outcome
99321,Alendronate,99322,Raloxifene,4308125,Macrocytic anemia,Outcome
99321,Alendronate,99322,Raloxifene,4177067,Mass of urinary bladder,Outcome
99321,Alendronate,99322,Raloxifene,439045,Mediastinitis,Outcome
99321,Alendronate,99322,Raloxifene,435785,Meningitis,Outcome
99321,Alendronate,99322,Raloxifene,440389,Mental retardation,Outcome
99321,Alendronate,99322,Raloxifene,4271024,Musculoskeletal fibromatosis,Outcome
99321,Alendronate,99322,Raloxifene,440631,Mycobacteriosis,Outcome
99321,Alendronate,99322,Raloxifene,4129886,Neoplasm of pancreas,Outcome
99321,Alendronate,99322,Raloxifene,4130375,Neoplasm of tongue,Outcome
99321,Alendronate,99322,Raloxifene,40304526,Nocturia,Outcome
99321,Alendronate,99322,Raloxifene,4038838,Non-Hodgkin's lymphoma,Outcome
99321,Alendronate,99322,Raloxifene,198802,Occlusion of ureter,Outcome
99321,Alendronate,99322,Raloxifene,442274,Oligomenorrhea,Outcome
99321,Alendronate,99322,Raloxifene,372914,Optic atrophy,Outcome
99321,Alendronate,99322,Raloxifene,43531000,Paralytic syndrome of all four limbs,Outcome
99321,Alendronate,99322,Raloxifene,43531638,Paralytic syndrome of both lower limbs,Outcome
99321,Alendronate,99322,Raloxifene,43531639,Paralytic syndrome on one side of the body,Outcome
99321,Alendronate,99322,Raloxifene,440087,Parasomnia,Outcome
99321,Alendronate,99322,Raloxifene,313792,Paroxysmal tachycardia,Outcome
99321,Alendronate,99322,Raloxifene,4106574,Partial seizure,Outcome
99321,Alendronate,99322,Raloxifene,317309,Peripheral arterial occlusive disease,Outcome
99321,Alendronate,99322,Raloxifene,441838,Personality disorder,Outcome
99321,Alendronate,99322,Raloxifene,4304010,Phobic disorder,Outcome
99321,Alendronate,99322,Raloxifene,134870,Pityriasis versicolor,Outcome
99321,Alendronate,99322,Raloxifene,44783617,Precapillary pulmonary hypertension,Outcome
99321,Alendronate,99322,Raloxifene,4324261,Pulmonary necrosis,Outcome
99321,Alendronate,99322,Raloxifene,4114158,Pulmonary valve finding,Outcome
99321,Alendronate,99322,Raloxifene,198199,Pyelonephritis,Outcome
99321,Alendronate,99322,Raloxifene,133547,Pyoderma,Outcome
99321,Alendronate,99322,Raloxifene,4256228,Respiratory failure,Outcome
99321,Alendronate,99322,Raloxifene,73754,Restless legs,Outcome
99321,Alendronate,99322,Raloxifene,80809,Rheumatoid arthritis,Outcome
99321,Alendronate,99322,Raloxifene,4286201,Schizoaffective disorder,Outcome
99321,Alendronate,99322,Raloxifene,435783,Schizophrenia,Outcome
99321,Alendronate,99322,Raloxifene,319826,Secondary hypertension,Outcome
99321,Alendronate,99322,Raloxifene,196236,Septic shock,Outcome
99321,Alendronate,99322,Raloxifene,4021907,Seventh cranial nerve finding,Outcome
99321,Alendronate,99322,Raloxifene,433967,Spirochetal infection,Outcome
99321,Alendronate,99322,Raloxifene,4329707,Strabismus,Outcome
99321,Alendronate,99322,Raloxifene,437779,Streptococcal infectious disease,Outcome
99321,Alendronate,99322,Raloxifene,4279309,Substance abuse,Outcome
99321,Alendronate,99322,Raloxifene,4077081,Superficial mycosis,Outcome
99321,Alendronate,99322,Raloxifene,432436,Symbolic dysfunction,Outcome
99321,Alendronate,99322,Raloxifene,4227653,T-cell AND/OR NK-cell neoplasm,Outcome
99321,Alendronate,99322,Raloxifene,4344040,Tendon injury,Outcome
99321,Alendronate,99322,Raloxifene,4280071,Thrombocytosis,Outcome
99321,Alendronate,99322,Raloxifene,4207615,Thrombosis of vein of trunk,Outcome
99321,Alendronate,99322,Raloxifene,138387,Thyrotoxicosis,Outcome
99321,Alendronate,99322,Raloxifene,381839,Tic disorder,Outcome
99321,Alendronate,99322,Raloxifene,4234533,Tonsillitis,Outcome
99321,Alendronate,99322,Raloxifene,43021132,Toxic metabolic encephalopathy,Outcome
99321,Alendronate,99322,Raloxifene,4119796,Toxic pneumonitis,Outcome
99321,Alendronate,99322,Raloxifene,4002659,Traumatic hemorrhage,Outcome
99321,Alendronate,99322,Raloxifene,379801,Trigeminal neuralgia,Outcome
99321,Alendronate,99322,Raloxifene,201254,Type 1 diabetes mellitus,Outcome
99321,Alendronate,99322,Raloxifene,4281232,Type B viral hepatitis,Outcome
99321,Alendronate,99322,Raloxifene,4032424,Upper urinary tract dilatation and obstruction,Outcome
99321,Alendronate,99322,Raloxifene,195862,Urethritis,Outcome
99321,Alendronate,99322,Raloxifene,4082798,Urinary tract pain,Outcome
99321,Alendronate,99322,Raloxifene,443605,Vascular dementia,Outcome
99321,Alendronate,99322,Raloxifene,312935,Venous hypertension,Outcome
99321,Alendronate,99322,Raloxifene,40457757,Ventricular septal abnormality,Outcome
99321,Alendronate,99322,Raloxifene,197036,Vesicoureteric reflux,Outcome
99321,Alendronate,99322,Raloxifene,4193875,Viral infection of the digestive tract,Outcome
99321,Alendronate,99322,Raloxifene,439981,Wound dehiscence,Outcome
